专业,部件名称/场景分类,部位名称/场景名称,状态描述/场景描述,标注标签
设备-配电,接续金具,接续管,裂纹,023_jxjj_jxg_lw
设备-配电,接续金具,接续管,弯曲,023_jxjj_jxg_wq
设备-配电,接续金具,接续管,正常,023_jxjj_jxg_zc
设备-配电,接续金具,绝缘罩,脱落,023_jxjj_jyz_tl
设备-配电,接续金具,绝缘罩,正常,023_jxjj_jyz_zc
设备-配电,接续金具,螺栓螺母,缺失,023_jxjj_lslm_qs
设备-配电,接续金具,螺栓螺母,正常,023_jxjj_lslm_zc
设备-配电,接续金具,球头,锈蚀,023_jxjj_qt_xs
设备-配电,接续金具,球头,正常,023_jxjj_qt_zc
设备-配电,接续金具,线夹,跑线,023_jxjj_xj_px
设备-配电,接续金具,线夹,脱落,023_jxjj_xj_tl
设备-配电,接续金具,线夹,锈蚀,023_jxjj_xj_xs
设备-配电,接续金具,线夹,正常,023_jxjj_xj_zc
设备-配电,接续金具,线夹铝包带,缠绕不规范,023_jxjj_xjlbd_crbgf
设备-配电,接续金具,线夹铝包带,缺失,023_jxjj_xjlbd_qs
设备-配电,接续金具,线夹铝包带,正常,023_jxjj_xjlbd_zc
设备-配电,接续金具,预绞丝,断股,023_jxjj_yjs_dg
设备-配电,接续金具,预绞丝,滑移,023_jxjj_yjs_hy
设备-配电,接续金具,预绞丝,散股,023_jxjj_yjs_sg
设备-配电,接续金具,预绞丝,正常,023_jxjj_yjs_zc
设备-配电,接续金具,主件,松动脱落,023_jxjj_zj_sdtl
设备-配电,接续金具,主件,正常,023_jxjj_zj_zc
设备-配电,绝缘子,本体,串倾斜,023_jyz_bt_cqx
设备-配电,绝缘子,本体,掉串,023_jyz_bt_dc
设备-配电,绝缘子,本体,放电痕迹,023_jyz_bt_fdhj
设备-配电,绝缘子,本体,钢脚变形,023_jyz_bt_gjbx
设备-配电,绝缘子,本体,钢帽裂纹,023_jyz_bt_gmlw
设备-配电,绝缘子,本体,裂纹,023_jyz_bt_lw
设备-配电,绝缘子,本体,破损,023_jyz_bt_ps
设备-配电,绝缘子,本体,污秽,023_jyz_bt_wh
设备-配电,绝缘子,本体,锈蚀,023_jyz_bt_xs
设备-配电,绝缘子,本体,釉表面灼伤,023_jyz_bt_ybmzs
设备-配电,绝缘子,本体,自爆,023_jyz_bt_zb
设备-配电,绝缘子,本体,正常,023_jyz_bt_zc
设备-配电,绝缘子,本体,憎水性丧失,023_jyz_bt_zsxss
设备-配电,绝缘子,护套,护套破损,023_jyz_ht_htps
设备-配电,绝缘子,护套,正常,023_jyz_ht_zc
设备-配电,绝缘子,均压环,均压环反装,023_jyz_jyh_jyhfz
设备-配电,绝缘子,均压环,均压环螺栓松,023_jyz_jyh_jyhlss
设备-配电,绝缘子,均压环,均压环损坏,023_jyz_jyh_jyhsh
设备-配电,绝缘子,均压环,均压环脱落,023_jyz_jyh_jyhtl
设备-配电,绝缘子,均压环,均压环锈蚀,023_jyz_jyh_jyhxs
设备-配电,绝缘子,均压环,均压环移位,023_jyz_jyh_jyhyw
设备-配电,绝缘子,均压环,均压环灼伤,023_jyz_jyh_jyhzs
设备-配电,绝缘子,均压环,正常,023_jyz_jyh_zc
设备-配电,绝缘子,伞裙,伞裙破损,023_jyz_sq_sqps
设备-配电,绝缘子,伞裙,伞裙脱落,023_jyz_sq_sqtl
设备-配电,绝缘子,伞裙,正常,023_jyz_sq_zc
设备-配电,绝缘子,招弧角,正常,023_jyz_zhj_zc
设备-配电,绝缘子,招弧角,招弧角间隙脱落,023_jyz_zhj_zhjjxtl
设备-配电,绝缘子,招弧角,招弧角灼伤,023_jyz_zhj_zhjzs
设备-配电,开关柜,观察窗,动作计数器异常,023_kgg_gcc_dzjsqyc
设备-配电,开关柜,观察窗,观察窗模糊,023_kgg_gcc_gccmh
设备-配电,开关柜,观察窗,观察窗破损,023_kgg_gcc_gccps
设备-配电,开关柜,观察窗,正常,023_kgg_gcc_zc
设备-配电,开关柜,柜体,柜门闭合异常,023_kgg_gt_gmbhyc
设备-配电,开关柜,柜体,金属锈蚀,023_kgg_gt_jsxs
设备-配电,开关柜,柜体,正常,023_kgg_gt_zc
设备-配电,开关柜,压板状态,压板分,023_kgg_ybzt_ybf
设备-配电,开关柜,压板状态,压板合,023_kgg_ybzt_ybh
设备-配电,开关柜,压板状态,正常,023_kgg_ybzt_zc
设备-配电,开关柜,状态指示器,带电显示仪异常,023_kgg_ztzsq_ddxsyyc
设备-配电,开关柜,状态指示器,正常,023_kgg_ztzsq_zc
设备-配电,开关柜,状态指示器,状态指示异常,023_kgg_ztzsq_ztzsyc
设备-配电,联接金具,调整板,磨损,023_ljjj_dzb_ms
设备-配电,联接金具,调整板,锈蚀,023_ljjj_dzb_xs
设备-配电,联接金具,调整板,正常,023_ljjj_dzb_zc
设备-配电,联接金具,挂板,变形,023_ljjj_gb_bx
设备-配电,联接金具,挂板,磨损,023_ljjj_gb_ms
设备-配电,联接金具,挂板,锁紧销缺损,023_ljjj_gb_sjxqs
设备-配电,联接金具,挂板,锈蚀,023_ljjj_gb_xs
设备-配电,联接金具,挂板,正常,023_ljjj_gb_zc
设备-配电,联接金具,挂板,灼伤,023_ljjj_gb_zs
设备-配电,联接金具,联板,磨损,023_ljjj_lb_ms
设备-配电,联接金具,联板,锈蚀,023_ljjj_lb_xs
设备-配电,联接金具,联板,正常,023_ljjj_lb_zc
设备-配电,联接金具,球头挂环,变形,023_ljjj_qtgh_bx
设备-配电,联接金具,球头挂环,磨损,023_ljjj_qtgh_ms
设备-配电,联接金具,球头挂环,锈蚀,023_ljjj_qtgh_xs
设备-配电,联接金具,球头挂环,正常,023_ljjj_qtgh_zc
设备-配电,联接金具,球头挂环,灼伤,023_ljjj_qtgh_zs
设备-配电,联接金具,U 型挂环,变形,023_ljjj_xgh_bx
设备-配电,联接金具,U 型挂环,磨损,023_ljjj_xgh_ms
设备-配电,联接金具,U 型挂环,缺螺帽,023_ljjj_xgh_qlm
设备-配电,联接金具,U 型挂环,销钉缺损,023_ljjj_xgh_xdqs
设备-配电,联接金具,U 型挂环,锈蚀,023_ljjj_xgh_xs
设备-配电,联接金具,U 型挂环,正常,023_ljjj_xgh_zc
设备-配电,联接金具,U 型挂环,灼伤,023_ljjj_xgh_zs
设备-配电,联接金具,YL 型拉杆,变形,023_ljjj_xlg_bx
设备-配电,联接金具,YL 型拉杆,磨损,023_ljjj_xlg_ms
设备-配电,联接金具,YL 型拉杆,锈蚀,023_ljjj_xlg_xs
设备-配电,联接金具,YL 型拉杆,正常,023_ljjj_xlg_zc
设备-配电,联接金具,YL 型拉杆,灼伤,023_ljjj_xlg_zs
设备-配电,联接金具,U 型螺丝,变形,023_ljjj_xls_bx
设备-配电,联接金具,U 型螺丝,开口销缺损,023_ljjj_xls_kkxqs
设备-配电,联接金具,U 型螺丝,磨损,023_ljjj_xls_ms
设备-配电,联接金具,U 型螺丝,缺螺帽,023_ljjj_xls_qlm
设备-配电,联接金具,U 型螺丝,锈蚀,023_ljjj_xls_xs
设备-配电,联接金具,U 型螺丝,正常,023_ljjj_xls_zc
设备-配电,联接金具,U 型螺丝,灼伤,023_ljjj_xls_zs
设备-配电,联接金具,延长环,变形,023_ljjj_ych_bx
设备-配电,联接金具,延长环,磨损,023_ljjj_ych_ms
设备-配电,联接金具,延长环,锈蚀,023_ljjj_ych_xs
设备-配电,联接金具,延长环,正常,023_ljjj_ych_zc
设备-配电,联接金具,延长环,灼伤,023_ljjj_ych_zs
设备-配电,联接金具,YL型拉杆,变形,023_ljjj_ylxlg_bx
设备-配电,联接金具,YL型拉杆,磨损,023_ljjj_ylxlg_ms
设备-配电,联接金具,YL型拉杆,锈蚀,023_ljjj_ylxlg_xs
设备-配电,联接金具,YL型拉杆,正常,023_ljjj_ylxlg_zc
设备-配电,联接金具,YL型拉杆,灼伤,023_ljjj_ylxlg_zs
设备-配电,联接金具,直角环,变形,023_ljjj_zjh_bx
设备-配电,联接金具,直角环,磨损,023_ljjj_zjh_ms
设备-配电,联接金具,直角环,锈蚀,023_ljjj_zjh_xs
设备-配电,联接金具,直角环,正常,023_ljjj_zjh_zc
设备-配电,联接金具,直角环,灼伤,023_ljjj_zjh_zs
设备-配电,母线,构架及基础,金属锈蚀,023_mx_gjjjc_jsxs
设备-配电,母线,构架及基础,正常,023_mx_gjjjc_zc
设备-配电,母线,均压环,脱落,023_mx_jyh_tl
设备-配电,母线,均压环,正常,023_mx_jyh_zc
设备-配电,母线,母线导体,锈蚀,023_mx_mxdt_xs
设备-配电,母线,母线导体,引线断股或松股,023_mx_mxdt_yxdghsg
设备-配电,母线,母线导体,正常,023_mx_mxdt_zc
设备-配电,耐张线夹,本体,滑移,023_nzxj_bt_hy
设备-配电,耐张线夹,本体,锈蚀,023_nzxj_bt_xs
设备-配电,耐张线夹,本体,正常,023_nzxj_bt_zc
设备-配电,耐张线夹,本体,灼伤,023_nzxj_bt_zs
设备-配电,耐张线夹,铝包带,断股,023_nzxj_lbd_dg
设备-配电,耐张线夹,铝包带,松散,023_nzxj_lbd_ss
设备-配电,耐张线夹,铝包带,正常,023_nzxj_lbd_zc
设备-配电,耐张线夹,螺栓,松动,023_nzxj_ls_sd
设备-配电,耐张线夹,螺栓,锁紧销缺损,023_nzxj_ls_sjxqs
设备-配电,耐张线夹,螺栓,脱落,023_nzxj_ls_tl
设备-配电,耐张线夹,螺栓,正常,023_nzxj_ls_zc
设备-配电,耐张线夹,压接管,管口导线滑动,023_nzxj_yjg_gkdxhd
设备-配电,耐张线夹,压接管,钢锚锈蚀,023_nzxj_yjg_gmxs
设备-配电,耐张线夹,压接管,裂纹,023_nzxj_yjg_lw
设备-配电,耐张线夹,压接管,正常,023_nzxj_yjg_zc
设备-配电,耐张线夹,引流板,裂纹,023_nzxj_ylb_lw
设备-配电,耐张线夹,引流板,正常,023_nzxj_ylb_zc
设备-配电,配电站房,指示灯,正常,023_pdzf_zsd_zc
设备-配电,配电站房,指示灯,指示灯状态,023_pdzf_zsd_zsdzt
设备-配电,通道环境,通道杂物堆积,通道杂物堆积,023_tdhj_tdzwdj_tdzwdj
设备-配电,通道环境,通道杂物堆积,正常,023_tdhj_tdzwdj_zc
设备-配电,通道环境,线路与树木、房屋距离,屋障、树障,023_tdhj_xlysm/fwjl_wz/sz
设备-配电,通道环境,线路与树木、房屋距离,正常,023_tdhj_xlysm/fwjl_zc
设备-配电,通道环境,线下施工外破隐患,翻斗车,023_tdhj_xxsgwpyh_fdc
设备-配电,通道环境,线下施工外破隐患,塔吊,023_tdhj_xxsgwpyh_td
设备-配电,通道环境,线下施工外破隐患,推土机,023_tdhj_xxsgwpyh_ttj
设备-配电,通道环境,线下施工外破隐患,挖掘机,023_tdhj_xxsgwpyh_wjj
设备-配电,通道环境,线下施工外破隐患,正常,023_tdhj_xxsgwpyh_zc
设备-配电,通道环境,线下山火烟雾隐患,山火、烟雾,023_tdhj_xxshywyh_sh/yw
设备-配电,通道环境,线下山火烟雾隐患,正常,023_tdhj_xxshywyh_zc
设备-配电,通用设施,表计表盘,正常,023_tyss_bjb_zc
设备-配电,通用设施,表计表盘,表盘模糊,023_tyss_bjbp_bpmh
设备-配电,通用设施,表计表盘,表盘破损,023_tyss_bjbp_bpps
设备-配电,通用设施,表计表盘,读数异常,023_tyss_bjbp_dsyc
设备-配电,通用设施,套管,表面污秽,023_tyss_tg_bmwh
设备-配电,通用设施,套管,表面油污,023_tyss_tg_bmyw
设备-配电,通用设施,套管,法兰开裂,023_tyss_tg_flkl
设备-配电,通用设施,套管,金属锈蚀,023_tyss_tg_jsxs
设备-配电,通用设施,套管,裂纹,023_tyss_tg_lw
设备-配电,通用设施,套管,破损,023_tyss_tg_ps
设备-配电,通用设施,套管,缺绝缘罩,023_tyss_tg_qjyz
设备-配电,通用设施,套管,正常,023_tyss_tg_zc
设备-配电,悬垂线夹,船体,变形,023_xcxj_ct_bx
设备-配电,悬垂线夹,船体,断裂,023_xcxj_ct_dl
设备-配电,悬垂线夹,船体,挂板锈蚀,023_xcxj_ct_gbxs
设备-配电,悬垂线夹,船体,挂轴磨损,023_xcxj_ct_gzms
设备-配电,悬垂线夹,船体,马鞍螺丝锈蚀,023_xcxj_ct_malsxs
设备-配电,悬垂线夹,船体,偏移,023_xcxj_ct_py
设备-配电,悬垂线夹,船体,锈蚀,023_xcxj_ct_xs
设备-配电,悬垂线夹,船体,正常,023_xcxj_ct_zc
设备-配电,悬垂线夹,船体,灼伤,023_xcxj_ct_zs
设备-配电,悬垂线夹,螺栓,开口销缺损,023_xcxj_ls_kkxqs
设备-配电,悬垂线夹,螺栓,缺垫片,023_xcxj_ls_qdp
设备-配电,悬垂线夹,螺栓,缺螺帽,023_xcxj_ls_qlm
设备-配电,悬垂线夹,螺栓,松动,023_xcxj_ls_sd
设备-配电,悬垂线夹,螺栓,脱落,023_xcxj_ls_tl
设备-配电,悬垂线夹,螺栓,正常,023_xcxj_ls_zc
设备-配电,消弧装置,本体,部件表面油污,023_xhzz_bt_bjbmyw
设备-配电,消弧装置,本体,火灾烟雾,023_xhzz_bt_hzyw
设备-配电,消弧装置,本体,锈蚀,023_xhzz_bt_xs
设备-配电,消弧装置,本体,正常,023_xhzz_bt_zc
设备-配电,消弧装置,储油柜,锈蚀,023_xhzz_cyg_xs
设备-配电,消弧装置,储油柜,正常,023_xhzz_cyg_zc
设备-配电,消弧装置,构架及基础,接地引下线断裂,023_xhzz_gjjjc_jdyxxdl
设备-配电,消弧装置,构架及基础,金属锈蚀,023_xhzz_gjjjc_jsxs
设备-配电,消弧装置,构架及基础,倾斜,023_xhzz_gjjjc_qx
设备-配电,消弧装置,构架及基础,正常,023_xhzz_gjjjc_zc
设备-配电,消弧装置,呼吸器,硅胶变色,023_xhzz_hxq_gjbs
设备-配电,消弧装置,呼吸器,硅胶筒玻璃破损,023_xhzz_hxq_gjtblps
设备-配电,消弧装置,呼吸器,油封玻璃破损,023_xhzz_hxq_yfblps
设备-配电,消弧装置,呼吸器,油封油位异常,023_xhzz_hxq_yfywyc
设备-配电,消弧装置,呼吸器,正常,023_xhzz_hxq_zc
设备-配电,小金具,螺母,安装不规范,023_xjj_lm_azbgf
设备-配电,小金具,螺母,缺螺母,023_xjj_lm_qlm
设备-配电,小金具,螺母,锈蚀,023_xjj_lm_xs
设备-配电,小金具,螺母,正常,023_xjj_lm_zc
设备-配电,小金具,螺丝,安装不规范,023_xjj_ls_azbgf
设备-配电,小金具,螺丝,正常,023_xjj_ls_zc
设备-配电,小金具,销钉,安装不到位,023_xjj_xd_azbdw
设备-配电,小金具,销钉,缺销,023_xjj_xd_qx
设备-配电,小金具,销钉,锈蚀,023_xjj_xd_xs
设备-配电,小金具,销钉,R型销钉缺失或脱落,023_xjj_xd_xxdqshtl
设备-配电,小金具,销钉,R型销钉松动,023_xjj_xd_xxdsd
设备-配电,小金具,销钉,正常,023_xjj_xd_zc
设备-配电,小金具,销子,保险销子脱落,023_xjj_xz_bxxztl
设备-配电,小金具,销子,正常,023_xjj_xz_zc
设备-配电,组合电器,本体,金属锈蚀,023_zhdq_bt_jsxs
设备-配电,组合电器,本体,缺绝缘罩,023_zhdq_bt_qjyz
设备-配电,组合电器,本体,外观变形,023_zhdq_bt_wgbx
设备-配电,组合电器,本体,正常,023_zhdq_bt_zc
设备-配电,组合电器,汇控柜,柜门闭合异常,023_zhdq_hkg_gmbhyc
设备-配电,组合电器,汇控柜,外观变形,023_zhdq_hkg_wgbx
设备-配电,组合电器,汇控柜,正常,023_zhdq_hkg_zc
设备-配电,组合电器,机构箱,金属锈蚀,023_zhdq_jgx_jsxs
设备-配电,组合电器,机构箱,箱门闭合异常,023_zhdq_jgx_xmbhyc
设备-配电,组合电器,机构箱,正常,023_zhdq_jgx_zc
设备-配电,组合电器,均压环,脱落,023_zhdq_jyh_tl
设备-配电,组合电器,均压环,正常,023_zhdq_jyh_zc
设备-配电,组合电器,引线,缺绝缘罩,023_zhdq_yx_qjyz
设备-配电,在线监测装置,在线监测装置,采集箱松动,023_zxjczz_zxjczz_cjxsd
设备-配电,在线监测装置,在线监测装置,太阳能板松动和脱落,023_zxjczz_zxjczz_tynbsdhtl
设备-配电,在线监测装置,在线监测装置,元件缺失,023_zxjczz_zxjczz_yjqs
设备-配电,在线监测装置,在线监测装置,正常,023_zxjczz_zxjczz_zc
营销,计量装置,计量表,计量箱示数,031_jlzz_jlb_jlxss
营销,计量装置,计量箱,单表箱标识牌缺失,031_jlzz_jlx_danbiaoxiangbspqs
营销,计量装置,计量箱,单表箱封印缺失,031_jlzz_jlx_danbiaoxiangfyqs
营销,计量装置,计量箱,单表箱窥视窗破损,031_jlzz_jlx_danbiaoxiangkscps
营销,计量装置,计量箱,单表箱外观破损,031_jlzz_jlx_danbiaoxiangwgps
营销,计量装置,计量箱,多表箱锁具缺失,031_jlzz_jlx_dbxsjqs
营销,计量装置,计量箱,多表箱外观锈蚀,031_jlzz_jlx_dbxwgxs
营销,计量装置,计量箱,多表箱标识牌缺失,031_jlzz_jlx_duobiaoxiangbspqs
营销,计量装置,计量箱,多表箱封印缺失,031_jlzz_jlx_duobiaoxiangfyqs
营销,计量装置,计量箱,多表箱窥视窗破损,031_jlzz_jlx_duobiaoxiangkscps
营销,计量装置,计量箱,多表箱外观破损,031_jlzz_jlx_duobiaoxiangwgps
营销,计量装置,计量箱,计量箱门缺失,031_jlzz_jlx_jlxmqs
营销,计量装置,计量箱,计量箱图片过亮/过暗,031_jlzz_jlx_jlxtpgl/ga
营销,计量装置,计量箱,计量箱图像模糊,031_jlzz_jlx_jlxtxmh
营销,计量装置,计量箱,计量箱行列,031_jlzz_jlx_jlxxl
营销,营业厅监测,工作人员监测,营业厅工作人员戴帽子,031_yytjc_gzryjc_yytgzrydmz
营销,营业厅监测,工作人员监测,营业厅工作人员聚众聊天,031_yytjc_gzryjc_yytgzryjzlt
营销,营业厅监测,工作人员监测,营业厅工作人员躺卧,031_yytjc_gzryjc_yytgzrytw
营销,营业厅监测,工作人员监测,营业厅工作人员违规就餐,031_yytjc_gzryjc_yytgzrywgjc
营销,营业厅监测,工作人员监测,营业厅工作人员未佩戴工号牌,031_yytjc_gzryjc_yytgzrywpdghp
营销,营业厅监测,工作人员监测,营业厅工作人员玩手机,031_yytjc_gzryjc_yytgzrywsj
营销,营业厅监测,工作人员监测,营业厅工作人员未在岗,031_yytjc_gzryjc_yytgzrywzg
营销,营业厅监测,工作人员监测,营业厅工作人员着装不规范,031_yytjc_gzryjc_yytgzryzzbgf
营销,营业厅监测,环境监测,营业厅客流量统计,031_yytjc_hjjc_yytklltj
营销,营业厅监测,环境监测,营业厅内明火告警,031_yytjc_hjjc_yytnmhgj
营销,营业厅监测,环境监测,营业厅未开门,031_yytjc_hjjc_yytwkm
营销,营业厅监测,客户监测,客户年龄估计,031_yytjc_khjc_khnlgj
营销,营业厅监测,客户监测,营业厅抽烟,031_yytjc_khjc_yytcy
营销,营业厅监测,客户监测,营业厅内非法闯入,031_yytjc_khjc_yytnffcr
营销,营业厅监测,客户监测,营业厅内客户违规占座,031_yytjc_khjc_yytnkhwgzz
营销,营业厅监测,客户监测,营业厅内人员倒地,031_yytjc_khjc_yytnrydd
营销,营业厅监测,客户监测,营业厅人员攀爬柜台,031_yytjc_khjc_yytryppgt
基建,环境监测,房屋建筑物,盖板破损,041_hjjc_fwjzw_gbps
基建,环境监测,房屋建筑物,盖板缺失,041_hjjc_fwjzw_gbqs
基建,环境监测,房屋建筑物,门窗墙损坏,041_hjjc_fwjzw_mcqsh
基建,环境监测,房屋建筑物,排洪沟堵塞,041_hjjc_fwjzw_phgds
基建,环境监测,火灾烟雾,火灾烟雾,041_hjjc_hzyw_hzyw
基建,环境监测,积雪、积水、漏水,室内地面积雪、积水,041_hjjc_jx/js/ls_sndmjx/js
基建,环境监测,积雪、积水、漏水,室内墙面或屋顶漏水,041_hjjc_jx/js/ls_snqmhwdls
基建,环境监测,小动物闯入,小动物闯入,041_hjjc_xdwcr_xdwcr
基建,环境监测,站房,安防区域入侵,041_hjjc_zf_afqyrq
基建,环境监测,站房,防生物入侵,041_hjjc_zf_fswrq
基建,作业队伍,安全准入人员照片质量检测,安全准入照片模糊,041_zydw_aqzrryzpzljc aqzrzpmh
基建,作业队伍,安全准入人员照片质量检测,安全准入照片遮挡,041_zydw_aqzrryzpzljc aqzrzpzd
基建,作业视频,作业现场监控质量检测,监控范围内无作业内容,041_zysp_zyxcjkzljc_jkfwnwzynr
基建,作业视频,作业现场监控质量检测,监控内容是否遮挡,041_zysp_zyxcjkzljc_jknrsfzd
基建,作业违章,高空作业防高坠,高处作业未佩戴安全带,041_zywz_gkzyfgz_gczywpdaqd
基建,作业违章,高空作业防高坠,高处作业未正确使用安全带,041_zywz_gkzyfgz_gczywzqsyaqd
基建,作业违章,高空作业防高坠,梯上作业无人扶梯,041_zywz_gkzyfgz_tszywrft
基建,作业违章,现场作业安全警示,高空抛物,041_zywz_xczyaqjs_gkpw
基建,作业违章,现场作业安全警示,跨越（下穿）安全围栏,041_zywz_xczyaqjs_ky（xc）aqwl
基建,作业违章,现场作业安全警示,作业现场孔洞未遮盖或无防护措施,041_zywz_xczyaqjs_zyxckdwzghwfhcs
基建,作业违章,现场作业安全警示,作业现场明火,041_zywz_xczyaqjs_zyxcmh
基建,作业违章,现场作业安全警示,作业现场未设安全围栏,041_zywz_xczyaqjs_zyxcwsaqwl
基建,作业违章,现场作业安全警示,作业现场未设标示牌,041_zywz_xczyaqjs_zyxcwsbsp
基建,作业违章,现场作业安全警示,作业现场吸烟,041_zywz_xczyaqjs_zyxcxy
基建,作业违章,现场作业安全警示,作业现场烟火,041_zywz_xczyaqjs_zyxcyh
基建,作业违章,现场作业劳动防护,吊臂下站人,041_zywz_xczyldfh_dbxzr
基建,作业违章,现场作业劳动防护,接地线挂接不规范,041_zywz_xczyldfh_jdxgjbgf
基建,作业违章,现场作业劳动防护,未正确佩戴安全帽,041_zywz_xczyldfh_wzqpdaqm
基建,作业违章,现场作业劳动防护,现场作业未戴安全帽,041_zywz_xczyldfh_xczywdaqm
基建,作业违章,现场作业劳动防护,现场作业未规范着装,041_zywz_xczyldfh_xczywgfzz
基建,作业违章,现场作业劳动防护,现场作业未佩戴绝缘手套,041_zywz_xczyldfh_xczywpdjyst
基建,作业现场,动火作业现场,动火作业现场,041_zyxc_dhzyxc_dhzyxc
基建,作业现场,大型机械设备作业现场,斗臂车作业,041_zyxc_dxjxsbzyxc_dbczy
基建,作业现场,大型机械设备作业现场,吊车作业,041_zyxc_dxjxsbzyxc_dczy
基建,作业现场,大型机械设备作业现场,牵张机作业,041_zyxc_dxjxsbzyxc_qzjzy
基建,作业现场,大型机械设备作业现场,挖掘机作业,041_zyxc_dxjxsbzyxc_wjjzy
基建,作业现场,高处作业,杆塔作业现场,041_zyxc_gczy_gtzyxc
基建,作业现场,高处作业,脚手架上作业现场,041_zyxc_gczy_jsjszyxc
基建,作业现场,高处作业,设备上作业现场,041_zyxc_gczy_sbszyxc
基建,作业现场,高处作业,梯上作业现场,041_zyxc_gczy_tszyxc
基建,作业现场,深基坑作业现场,深基坑作业现场,041_zyxc_sjkzyxc_sjkzyxc
基建,作业现场,“三跨”作业现场,跨越带电线路作业现场,041_zyxc_skzyxc_kyddxlzyxc
基建,作业现场,“三跨”作业现场,跨越公路作业现场,041_zyxc_skzyxc_kyglzyxc
基建,作业现场,“三跨”作业现场,跨越铁路作业现场,041_zyxc_skzyxc_kytlzyxc
基建,作业信息,作业计划,安全措施勾选与否,041_zyxx_zyjh_aqcsgxyf
基建,作业信息,作业计划,安全交底签字人数识别,041_zyxx_zyjh_aqjdqzrssb
基建,作业信息,作业计划,工作负责人是否签字,041_zyxx_zyjh_gzfzrsfqz
基建,作业信息,作业计划,工作票字迹是否涂改,041_zyxx_zyjh_gzpzjsftg
基建,作业信息,作业计划,现场无作业人员,041_zyxx_zyjh_xcwzyry
基建,作业信息,作业计划,现场有作业人员,041_zyxx_zyjh_xcyzyry
基建,作业信息,作业资质,国网工服检测,041_zyxx_zyzz_gwgfjc
基建,作业信息,作业资质,工作负责人不在现场,041_zyxx_zyzz_gzfzrbzxc
基建,作业信息,作业资质,红色安全帽检测-安全督查员,041_zyxx_zyzz_hsaqmjc-aqdcy
基建,作业信息,作业资质,黄色安全帽检测-运行人员（工作许可人）,041_zyxx_zyzz_hsaqmjc-yxry（gzxkr）
基建,作业信息,作业资质,黄色马甲检测（安全员是否在场）,041_zyxx_zyzz_hsmjjc（aqysfzc）
基建,作业信息,作业资质,红色马甲检测（对应工作负责人在场检测）,041_zyxx_zyzz_hsmjjc（dygzfzrzcjc）
基建,作业信息,作业资质,空间作业未设监护人,041_zyxx_zyzz_kjzywsjhr
基建,作业信息,作业资质,蓝色安全帽检测-检修人员（包括工作负责人、工作班成员）,041_zyxx_zyzz_lsaqmjc-jxry（bkgzfzr/gzbcy）
